Provincia,Población,Latitud,Longitud
Cuenca,Buenache de Alarcón,39.65448,-2.160121
Cuenca,Buenache de la Sierra,40.13551,-2.000721
Cuenca,Buendía,40.36624,-2.755545
Cuenca,Campillo de Altobuey,39.61043,-1.795945
Cuenca,Campillos-Paravientos,39.97444,-1.545965
Cuenca,Campillos-Sierra,40.10048,-1.697
Cuenca,Campos del Paraíso,40.01111,-2.718889
Cuenca,Cañada del Hoyo,39.96969,-1.899039
Cuenca,Cañada Juncosa,39.54958,-2.253934
Cuenca,Canalejas del Arroyo,40.36887,-2.494129
Cuenca,Cañamares,40.45304,-2.239738
Cuenca,Cañavate (El),39.54417,-2.303573
Cuenca,Cañaveras,40.35969,-2.398586
Cuenca,Cañaveruelas,40.40009,-2.635902
Cuenca,Cañete,40.04148,-1.646305
Cuenca,Cañizares,40.51731,-2.192938
Cuenca,Carboneras de Guadazaón,39.89949,-1.806176
Cuenca,Cardenete,39.76665,-1.692981
Cuenca,Carrascosa,40.59069,-2.162989
Cuenca,Carrascosa de Haro,39.59823,-2.543077
Cuenca,Casas de Benítez,39.36133,-2.130932
Cuenca,Casas de Fernando Alonso,39.35053,-2.329337
Cuenca,Casas de Garcimolina,39.99684,-1.417351
Cuenca,Casas de Guijarro,39.34449,-2.162812
Cuenca,Casas de Haro,39.33335,-2.272441
Cuenca,Casas de los Pinos,39.33388,-2.371543
Cuenca,Casasimarro,39.39071,-2.036607
Cuenca,Castejón,40.38228,-2.519847
Cuenca,Castillejo-Sierra,40.37564,-2.140604
Cuenca,Castillejo de Iniesta,39.52582,-1.761311
Cuenca,Castillo-Albaráñez,40.2987,-2.392459
Cuenca,Castillo de Garcimuñoz,39.6604,-2.379994
Cuenca,Cervera del Llano,39.78236,-2.422751
Cuenca,Chillarón de Cuenca,40.10473,-2.221351
Cuenca,Chumillas,39.85749,-2.024287
Cuenca,Cierva (La),40.05584,-1.851089
Cuenca,Cuenca,40.07183,-2.134005
Cuenca,Cueva del Hierro,40.58282,-2.03623
Cuenca,Enguídanos,39.67319,-1.608388
Cuenca,Fresneda de Altarejos,39.9257,-2.314399
Cuenca,Fresneda de la Sierra,40.39084,-2.14037
Cuenca,Frontera (La),40.40218,-2.217945
Cuenca,Fuente de Pedro Naharro,39.92551,-3.010809
Cuenca,Fuentelespino de Haro,39.69083,-2.668525
Cuenca,Fuentelespino de Moya,39.91993,-1.47048
Cuenca,Fuentenava de Jábaga,40.08694,-2.263407
Cuenca,Fuentes,39.95036,-2.021356
Cuenca,Fuertescusa,40.47557,-2.17581
Cuenca,Gabaldón,39.62656,-1.941805
Cuenca,Garaballa,39.81244,-1.374854
Cuenca,Gascueña,40.2984,-2.51808
Cuenca,Graja de Campalbo,39.89882,-1.272331
Cuenca,Graja de Iniesta,39.51725,-1.669485
Cuenca,Henarejos,39.86519,-1.485746
Cuenca,Herrumblar (El),39.40202,-1.624107
Cuenca,Hinojosa (La),39.72797,-2.412477
Cuenca,Hinojosos (Los),39.60409,-2.825801
Cuenca,Hito (El),39.8594,-2.717246
Cuenca,Honrubia,39.61238,-2.284828
Cuenca,Hontanaya,39.71698,-2.833314
Cuenca,Hontecillas,39.69303,-2.188108
Cuenca,Horcajo de Santiago,39.84166,-3.001539
Cuenca,Huélamo,40.2775,-1.811318
Cuenca,Huelves,40.04359,-2.883523
Cuenca,Huérguina,40.0404,-1.60891
Cuenca,Huerta de la Obispalía,39.98881,-2.478872
Cuenca,Huerta del Marquesado,40.14579,-1.688257
Cuenca,Huete,40.14595,-2.687307
Cuenca,Iniesta,39.44085,-1.749385
Cuenca,Laguna del Marquesado,40.17827,-1.672261
Cuenca,Lagunaseca,40.53081,-2.01783
Cuenca,Landete,39.90768,-1.364534
Cuenca,Ledaña,39.35647,-1.718999
Cuenca,Leganiel,40.16293,-2.950269
Cuenca,Majadas (Las),40.2969,-2.022764
Cuenca,Mariana,40.16734,-2.147409
Cuenca,Masegosa,40.54752,-2.02547
Cuenca,Mesas (Las),39.39007,-2.767518
Cuenca,Minglanilla,39.53357,-1.600453
Cuenca,Mira,39.71872,-1.43896
Cuenca,Monreal del Llano,39.56928,-2.760229
Cuenca,Montalbanejo,39.73309,-2.498838
Cuenca,Montalbo,39.8819,-2.6688
Cuenca,Monteagudo de las Salinas,39.80502,-1.899315
Cuenca,Mota de Altarejos,39.88164,-2.309652
Cuenca,Mota del Cuervo,39.50294,-2.873104
Cuenca,Motilla del Palancar,39.56567,-1.912222
Cuenca,Moya,39.94834,-1.365402
Cuenca,Narboneta,39.75168,-1.476151
Cuenca,Olivares de Júcar,39.76254,-2.356921
Cuenca,Olmeda de la Cuesta,40.31114,-2.478157
Cuenca,Olmeda del Rey,39.80906,-2.085531
Cuenca,Olmedilla de Alarcón,39.61361,-2.106256
Cuenca,Olmedilla de Eliz,40.3034,-2.419156
Cuenca,Osa de la Vega,39.66148,-2.757446
Cuenca,Pajarón,39.95742,-1.783024
Cuenca,Pajaroncillo,39.94511,-1.734264
Cuenca,Palomares del Campo,39.94795,-2.599587
Cuenca,Palomera,40.06735,-2.050579
Cuenca,Paracuellos,39.71741,-1.790703
Cuenca,Paredes,40.0646,-2.853939
Cuenca,Parra de las Vegas (La),39.86818,-2.204463
Cuenca,Pedernoso (El),39.4872,-2.743056
Cuenca,Pedroñeras (Las),39.4494,-2.680383
Cuenca,Peral (El),39.50012,-1.899395
Cuenca,Peraleja (La),40.23627,-2.55337
Cuenca,Pesquera (La),39.57459,-1.583054
Cuenca,Picazo (El),39.44683,-2.089061
Cuenca,Pinarejo,39.61614,-2.424043
Cuenca,Pineda de Gigüela,40.08704,-2.541807
Cuenca,Piqueras del Castillo,39.72054,-2.083384
Cuenca,Portalrubio de Guadamejud,40.27213,-2.604671
Cuenca,Portilla,40.28871,-2.082824
Cuenca,Poyatos,40.42314,-2.049045
Cuenca,Pozoamargo,39.36618,-2.198173
Cuenca,Pozorrubielos de la Mancha,39.44584,-2.038611
Cuenca,Pozorrubio,39.81689,-2.951034
Cuenca,Pozuelo (El),40.62026,-2.277058
Cuenca,Priego,40.44872,-2.314606
Cuenca,Provencio (El),39.38158,-2.575047
Cuenca,Puebla de Almenara,39.78466,-2.812848
Cuenca,Puebla de Don Francisco,40.25583,-2.757778
Cuenca,Puebla del Salvador,39.56639,-1.673495
Cuenca,Quintanar del Rey,39.34257,-1.929375
Cuenca,Rada de Haro,39.56837,-2.620997
Cuenca,Reíllo,39.90438,-1.873556
Cuenca,Rozalén del Monte,39.99071,-2.804464
Cuenca,Saceda-Trasierra,40.15495,-2.853549
Cuenca,Saelices,39.91949,-2.803459
Cuenca,Salinas del Manzano,40.08855,-1.554214
Cuenca,Salmeroncillos,40.5,-2.516667
Cuenca,Salvacañete,40.10073,-1.500733
Cuenca,San Clemente,39.40189,-2.424473
Cuenca,San Lorenzo de la Parrilla,39.84952,-2.357743
Cuenca,San Martín de Boniches,39.8863,-1.573192
Cuenca,San Pedro Palmiches,40.42908,-2.404971
Cuenca,Santa Cruz de Moya,39.95631,-1.258873
Cuenca,Santa María de los Llanos,39.48999,-2.8083
Cuenca,Santa María del Campo Rus,39.55824,-2.425111
Cuenca,Santa María del Val,40.50496,-2.041021
Cuenca,Sisante,39.41085,-2.202905
Cuenca,Solera de Gabaldón,39.74943,-1.977236
Cuenca,Sotorribas,40.19537,-2.163242
Cuenca,Talayuelas,39.84925,-1.284513
Cuenca,Tarancón,40.01054,-3.006447
Cuenca,Tébar,39.49577,-2.163054
Cuenca,Tejadillos,40.13949,-1.63455
Cuenca,Tinajas,40.32578,-2.583453
Cuenca,Torralba,40.3023,-2.286456
Cuenca,Torrejoncillo del Rey,40.00743,-2.570025
Cuenca,Torrubia del Campo,39.89723,-2.961361
Cuenca,Torrubia del Castillo,39.65805,-2.310545
Cuenca,Tragacete,40.3511,-1.849956
Cuenca,Tresjuncos,39.70083,-2.757274
Cuenca,Tribaldos,39.97273,-2.899395
Cuenca,Uclés,39.98186,-2.86232
Cuenca,Uña,40.22349,-1.979574
Cuenca,Valdecolmenas (Los),40.11917,-2.497222
Cuenca,Valdemeca,40.22374,-1.741087
Cuenca,Valdemorillo de la Sierra,40.03857,-1.779921
Cuenca,Valdemoro-Sierra,40.10126,-1.767433
Cuenca,Valdeolivas,40.50447,-2.446738
Cuenca,Valdetórtola,39.92028,-2.186111
Cuenca,Valeras (Las),39.78652,-2.154847
Cuenca,Valhermoso de la Fuente,39.55293,-2.016262
Cuenca,Valsalobre,40.61693,-2.093301
Cuenca,Valverde de Júcar,39.71869,-2.221901
Cuenca,Valverdejo,39.61505,-2.024116
Cuenca,Vara de Rey,39.42599,-2.293694
Cuenca,Vega del Codorno,40.42466,-1.913025
Cuenca,Vellisca,40.12965,-2.814408
Cuenca,Villaconejos de Trabaque,40.3999,-2.31839
Cuenca,Villaescusa de Haro,39.5974,-2.67406
Cuenca,Villagarcía del Llano,39.32651,-1.846456
Cuenca,Villalba de la Sierra,40.23558,-2.088232
Cuenca,Villalba del Rey,40.34509,-2.642274
Cuenca,Villalgordo del Marquesado,39.68231,-2.508036
Cuenca,Villalpardo,39.47199,-1.624603
Cuenca,Villamayor de Santiago,39.72784,-2.92358
Cuenca,Villanueva de Guadamejud,40.22574,-2.506794
Cuenca,Villanueva de la Jara,39.44291,-1.953522
Cuenca,Villar de Cañas,39.77903,-2.566252
Cuenca,Villar de Domingo García,40.23842,-2.293823
Cuenca,Villar de la Encina,39.63701,-2.521609
Cuenca,Villar de Olalla,40.01356,-2.197358
Cuenca,Villar del Humo,39.87116,-1.628438
Cuenca,Villar del Infantado,40.45553,-2.479164
Cuenca,Villar y Velasco,40.14917,-2.4175
Cuenca,Villarejo-Periesteban,39.87305,-2.443901
Cuenca,Villarejo de Fuentes,39.78699,-2.696304
Cuenca,Villarejo de la Peñuela,40.08784,-2.410047
Cuenca,Villares del Saz,39.83939,-2.506254
Cuenca,Villarrubio,39.94577,-2.894581
Cuenca,Villarta,39.4413,-1.652952
Cuenca,Villas de la Ventosa,40.20568,-2.434874
Cuenca,Villaverde y Pasaconsol,39.77055,-2.265936
Cuenca,Víllora,39.75229,-1.589209
Cuenca,Vindel,40.58611,-2.380786
Cuenca,Yémeda,39.76288,-1.723756
Cuenca,Zafra de Záncara,39.89165,-2.555295
Cuenca,Zafrilla,40.19435,-1.618136
Cuenca,Zarza de Tajo,40.01825,-3.13123
Cuenca,Zarzuela,40.25455,-2.12783
Guadalajara,Abánades,40.89215,-2.485381
Guadalajara,Ablanque,40.89797,-2.227567
Guadalajara,Adobes,40.67593,-1.678581
Guadalajara,Alaminos,40.86331,-2.725983
Guadalajara,Alarilla,40.84969,-3.105282
Guadalajara,Albalate de Zorita,40.3085,-2.841589
Guadalajara,Albares,40.30751,-3.012261
Guadalajara,Albendiego,41.23004,-3.053864
Guadalajara,Alcocer,40.46987,-2.610925
Guadalajara,Alcolea de las Peñas,41.20986,-2.784892
Guadalajara,Alcolea del Pinar,41.03577,-2.467304
Guadalajara,Alcoroches,40.6278,-1.746486
Guadalajara,Aldeanueva de Guadalajara,40.68185,-3.047219
Guadalajara,Algar de Mesa,41.13445,-1.960034
Guadalajara,Algora,40.96341,-2.666353
Guadalajara,Alhóndiga,40.52711,-2.82175
Guadalajara,Alique,40.58601,-2.645078
Guadalajara,Almadrones,40.90088,-2.772906
Guadalajara,Almoguera,40.29783,-2.98217
Guadalajara,Almonacid de Zorita,40.32715,-2.848529
Guadalajara,Alocén,40.57409,-2.750642
Guadalajara,Alovera,40.5967,-3.248165
Guadalajara,Alustante,40.61554,-1.660092
Guadalajara,Angón,41.06663,-2.85539
Guadalajara,Anguita,41.02637,-2.368177
Guadalajara,Anquela del Ducado,40.97213,-2.132879
Guadalajara,Anquela del Pedregal,40.74385,-1.734489
Guadalajara,Aranzueque,40.49243,-3.076671
Guadalajara,Arbancón,40.96434,-3.114865
Guadalajara,Arbeteta,40.66935,-2.40214
Guadalajara,Argecilla,40.88361,-2.817813
Guadalajara,Armallones,40.73587,-2.302655
Guadalajara,Armuña de Tajuña,40.53117,-3.030358
Guadalajara,Arroyo de las Fraguas,41.1032,-3.131298
Guadalajara,Atanzón,40.66655,-2.997695
Guadalajara,Atienza,41.19748,-2.870902
Guadalajara,Auñón,40.51687,-2.791876
Guadalajara,Azuqueca de Henares,40.56503,-3.268549
Guadalajara,Baides,41.00534,-2.78473
Guadalajara,Baños de Tajo,40.71827,-1.971264
Guadalajara,Bañuelos,41.2862,-2.914215
Guadalajara,Barriopedro,40.78922,-2.753756
Guadalajara,Berninches,40.5716,-2.801092
Guadalajara,Bodera (La),41.13491,-2.886906
Guadalajara,Brihuega,40.75965,-2.870508
Guadalajara,Budia,40.62954,-2.756927
Guadalajara,Bujalaro,40.93747,-2.883265
Guadalajara,Bustares,41.13528,-3.072989
Guadalajara,Cabanillas del Campo,40.63814,-3.238199
Guadalajara,Campillo de Dueñas,40.88367,-1.685099
Guadalajara,Campillo de Ranas,41.08599,-3.313725
Guadalajara,Campisábalos,41.26727,-3.145698
Guadalajara,Cañizar,40.76956,-3.068187
Guadalajara,Canredondo,40.81306,-2.492624
Guadalajara,Cantalojas,41.23297,-3.246329
Guadalajara,Cardoso de la Sierra (El),41.09864,-3.46434
Guadalajara,Casa de Uceda,40.84337,-3.370491
Guadalajara,Casar (El),40.7035,-3.423473
Guadalajara,Casas de San Galindo,40.87212,-2.95777
Guadalajara,Caspueñas,40.6933,-2.978881
Guadalajara,Castejón de Henares,40.93677,-2.787492
Guadalajara,Castellar de la Muela,40.81917,-1.758944
Guadalajara,Castilforte,40.55718,-2.432781
Guadalajara,Castilnuevo,40.81361,-1.858173
Guadalajara,Cendejas de Enmedio,40.9825,-2.872613
Guadalajara,Cendejas de la Torre,40.979,-2.849378
Guadalajara,Centenera,40.65305,-3.053849
Guadalajara,Checa,40.58671,-1.789798
Guadalajara,Chequilla,40.60582,-1.827446
Guadalajara,Chillarón del Rey,40.59719,-2.690925
Guadalajara,Chiloeches,40.573,-3.162585
Guadalajara,Cifuentes,40.78657,-2.622788
Guadalajara,Cincovillas,41.20544,-2.818308
Guadalajara,Ciruelas,40.75227,-3.089445
Guadalajara,Ciruelos del Pinar,41.00797,-2.220331
Guadalajara,Cobeta,40.8659,-2.142655
Guadalajara,Cogollor,40.84876,-2.743719
Guadalajara,Cogolludo,40.94699,-3.088776
Guadalajara,Condemios de Abajo,41.21896,-3.107607
Guadalajara,Condemios de Arriba,41.2176,-3.125767
Guadalajara,Congostrina,41.03795,-2.985459
Guadalajara,Copernal,40.86701,-3.057492
Guadalajara,Corduente,40.8428,-1.978584
Guadalajara,Cubillo de Uceda (El),40.82448,-3.403089
Guadalajara,Driebes,40.2453,-3.041812
Guadalajara,Durón,40.624,-2.726496
Guadalajara,Embid,40.97253,-1.711967
Guadalajara,Escamilla,40.54925,-2.562215
Guadalajara,Escariche,40.40807,-3.05637
Guadalajara,Escopete,40.4154,-3.007774
Guadalajara,Espinosa de Henares,40.90396,-3.073498
Guadalajara,Esplegares,40.85608,-2.370212
Guadalajara,Establés,41.00653,-2.024187
Guadalajara,Estriégana,41.05771,-2.523945
Guadalajara,Fontanar,40.72714,-3.177209
Guadalajara,Fuembellida,40.75549,-1.99897
Guadalajara,Fuencemillán,40.92276,-3.100931
Guadalajara,Fuentelahiguera de Albatages,40.78633,-3.30959
Guadalajara,Fuentelencina,40.51715,-2.880722
Guadalajara,Fuentelsaz,41.0742,-1.830627
Guadalajara,Fuentelviejo,40.52599,-2.983674
Guadalajara,Fuentenovilla,40.36467,-3.094111
Guadalajara,Gajanejos,40.84064,-2.892307
Guadalajara,Galápagos,40.69532,-3.338467
Guadalajara,Galve de Sorbe,41.22248,-3.183245
Guadalajara,Gascueña de Bornova,41.14193,-3.019817
Guadalajara,Guadalajara,40.62981,-3.166493
Guadalajara,Henche,40.71437,-2.707037
Guadalajara,Heras de Ayuso,40.791,-3.098835
Guadalajara,Herrería,40.88811,-1.960182
Guadalajara,Hiendelaencina,41.08424,-3.003786
Guadalajara,Hijes,41.25117,-2.999697
Guadalajara,Hita,40.82486,-3.049552
Guadalajara,Hombrados,40.80139,-1.685385
Guadalajara,Hontoba,40.45571,-3.041634
Guadalajara,Horche,40.5683,-3.061644
Guadalajara,Hortezuela de Océn,40.95222,-2.415771
Guadalajara,Huerce (La),41.15318,-3.16995
Guadalajara,Huérmeces del Cerro,41.05323,-2.796326
Guadalajara,Huertahernando,40.82372,-2.286627
Guadalajara,Hueva,40.46245,-2.960818
Guadalajara,Humanes,40.82745,-3.155397
Guadalajara,Illana,40.18337,-2.910629
Guadalajara,Iniéstola,40.99371,-2.370169
Guadalajara,Inviernas (Las),40.87207,-2.66889
Guadalajara,Irueste,40.61166,-2.890399
Guadalajara,Jadraque,40.92616,-2.925027
Guadalajara,Jirueque,40.96425,-2.902856
Guadalajara,Ledanca,40.86851,-2.843731
Guadalajara,Loranca de Tajuña,40.4469,-3.113948
Guadalajara,Lupiana,40.61021,-3.054468
Guadalajara,Luzaga,40.97256,-2.445606
Guadalajara,Luzón,41.02659,-2.277313
Guadalajara,Majaelrayo,41.11357,-3.299494
Guadalajara,Málaga del Fresno,40.78782,-3.247577
Guadalajara,Malaguilla,40.82191,-3.257045
Guadalajara,Mandayona,40.95653,-2.750973
Guadalajara,Mantiel,40.61952,-2.662719
Guadalajara,Maranchón,41.04764,-2.20504
Guadalajara,Marchamalo,40.66821,-3.200962
Guadalajara,Masegoso de Tajuña,40.82501,-2.697101
Guadalajara,Matarrubia,40.86689,-3.291975
Guadalajara,Matillas,40.95211,-2.842353
Guadalajara,Mazarete,41.00115,-2.159138
Guadalajara,Mazuecos,40.26217,-3.012189
Guadalajara,Medranda,40.98389,-2.936468
Guadalajara,Megina,40.63909,-1.869626
Guadalajara,Membrillera,40.94657,-2.978674
Guadalajara,Miedes de Atienza,41.2667,-2.964246
Guadalajara,Mierla (La),40.93756,-3.23648
Guadalajara,Millana,40.5075,-2.570991
Guadalajara,Milmarcos,41.08623,-1.876277
Guadalajara,Miñosa (La),41.17905,-2.93149
Guadalajara,Mirabueno,40.9441,-2.725224
Guadalajara,Miralrío,40.88813,-2.941914
Guadalajara,Mochales,41.09599,-2.014944
Guadalajara,Mohernando,40.80423,-3.173942
Guadalajara,Molina de Aragón,40.84282,-1.882801
Guadalajara,Monasterio,40.98498,-3.097235
Guadalajara,Mondéjar,40.32302,-3.115048
Guadalajara,Montarrón,40.91029,-3.116191
Guadalajara,Moratilla de los Meleros,40.50256,-2.9426
Guadalajara,Morenilla,40.78625,-1.707366
Guadalajara,Muduex,40.83027,-2.958514
Guadalajara,Navas de Jadraque (Las),41.10451,-3.088184
Guadalajara,Negredo,41.02698,-2.858656
Guadalajara,Ocentejo,40.77166,-2.39799
Guadalajara,Olivar (El),40.6064,-2.750611
Guadalajara,Olmeda de Cobeta,40.85934,-2.182858
Guadalajara,Olmeda de Jadraque (La),41.1263,-2.740615
Guadalajara,Ordial (El),41.1282,-3.114783
Guadalajara,Orea,40.5575,-1.727038
Guadalajara,Pálmaces de Jadraque,41.05605,-2.910686
Guadalajara,Pardos,40.94779,-1.925148
Guadalajara,Paredes de Sigüenza,41.24327,-2.733836
Guadalajara,Pareja,40.55681,-2.650441
Guadalajara,Pastrana,40.41794,-2.922605
Guadalajara,Pedregal (El),40.78004,-1.570737
Guadalajara,Peñalén,40.66584,-2.069259
Guadalajara,Peñalver,40.57995,-2.888909
Guadalajara,Peralejos de las Truchas,40.59257,-1.909166
Guadalajara,Peralveche,40.61066,-2.449482
Guadalajara,Pinilla de Jadraque,41.02031,-2.943015
Guadalajara,Pinilla de Molina,40.6802,-1.880445
Guadalajara,Pioz,40.46357,-3.175737
Guadalajara,Piqueras,40.66349,-1.72177
Guadalajara,Pobo de Dueñas (El),40.7777,-1.649238
Guadalajara,Poveda de la Sierra,40.6428,-2.02876
Guadalajara,Pozo de Almoguera,40.34271,-3.029402
Guadalajara,Pozo de Guadalajara,40.49506,-3.182096
Guadalajara,Prádena de Atienza,41.17169,-3.006566
Guadalajara,Prados Redondos,40.78471,-1.794369
Guadalajara,Puebla de Beleña,40.8895,-3.2195
Guadalajara,Puebla de Valles,40.92715,-3.30298
Guadalajara,Quer,40.60794,-3.277798
Guadalajara,Rebollosa de Jadraque,41.08976,-2.841893
Guadalajara,Recuenco (El),40.61627,-2.339749
Guadalajara,Renera,40.49182,-3.016147
Guadalajara,Retiendas,40.97091,-3.275091
Guadalajara,Riba de Saelices,40.91217,-2.297112
Guadalajara,Rillo de Gallo,40.86625,-1.937551
Guadalajara,Riofrío del Llano,41.13782,-2.824648
Guadalajara,Robledillo de Mohernando,40.854,-3.234747
Guadalajara,Robledo de Corpes,41.11815,-2.950481
Guadalajara,Romanillos de Atienza,41.27492,-2.895931
Guadalajara,Romanones,40.57064,-2.992985
Guadalajara,Rueda de la Sierra,40.91821,-1.854492
Guadalajara,Sacecorbo,40.8327,-2.417238
Guadalajara,Sacedón,40.48108,-2.733063
Guadalajara,Saelices de la Sal,40.90611,-2.324149
Guadalajara,Salmerón,40.54482,-2.494124
Guadalajara,San Andrés del Congosto,40.99974,-3.026757
Guadalajara,San Andrés del Rey,40.63803,-2.81983
Guadalajara,Santiuste,41.08461,-2.809056
Guadalajara,Saúca,41.03068,-2.529474
Guadalajara,Sayatón,40.37673,-2.851431
Guadalajara,Selas,40.95123,-2.103191
Guadalajara,Semillas,41.05933,-3.118647
Guadalajara,Setiles,40.73423,-1.618372
Guadalajara,Sienes,41.2002,-2.653532
Guadalajara,Sigüenza,41.0696,-2.642236
Guadalajara,Solanillos del Extremo,40.75076,-2.698229
Guadalajara,Somolinos,41.24626,-3.059833
Guadalajara,Sotillo (El),40.88125,-2.633242
Guadalajara,Sotodosos,40.92291,-2.391471
Guadalajara,Tamajón,41.00044,-3.248884
Guadalajara,Taragudo,40.82277,-3.080854
Guadalajara,Taravilla,40.69765,-1.96769
Guadalajara,Tartanedo,40.9934,-1.925651
Guadalajara,Tendilla,40.54422,-2.958995
Guadalajara,Terzaga,40.6949,-1.903321
Guadalajara,Tierzo,40.74915,-1.93057
Guadalajara,Toba (La),41.00427,-2.981962
Guadalajara,Tordellego,40.72094,-1.669642
Guadalajara,Tordelrábano,41.21893,-2.757938
Guadalajara,Tordesilos,40.6705,-1.593102
Guadalajara,Torija,40.74407,-3.030298
Guadalajara,Torre del Burgo,40.79575,-3.079441
Guadalajara,Torrecuadrada de Molina,40.74963,-1.806776
Guadalajara,Torrecuadradilla,40.85292,-2.531623
Guadalajara,Torrejón del Rey,40.64526,-3.337636
Guadalajara,Torremocha de Jadraque,41.01921,-2.89966
Guadalajara,Torremocha del Campo,40.97788,-2.61857
Guadalajara,Torremocha del Pinar,40.88856,-2.045764
Guadalajara,Torremochuela,40.76517,-1.841357
Guadalajara,Torrubia,40.96577,-1.900333
Guadalajara,Tórtola de Henares,40.70661,-3.126269
Guadalajara,Tortuera,40.9715,-1.798782
Guadalajara,Tortuero,40.93563,-3.354188
Guadalajara,Traíd,40.66844,-1.809895
Guadalajara,Trijueque,40.77686,-2.995797
Guadalajara,Trillo,40.70134,-2.593588
Guadalajara,Uceda,40.84321,-3.461408
Guadalajara,Ujados,41.2352,-3.005702
Guadalajara,Utande,40.84823,-2.928168
Guadalajara,Valdarachas,40.51648,-3.126242
Guadalajara,Valdearenas,40.80917,-2.991395
Guadalajara,Valdeavellano,40.66508,-2.969261
Guadalajara,Valdeaveruelo,40.63712,-3.315817
Guadalajara,Valdeconcha,40.45654,-2.875932
Guadalajara,Valdegrudas,40.71348,-3.016062
Guadalajara,Valdelcubo,41.22595,-2.675309
Guadalajara,Valdenuño Fernández,40.7637,-3.378795
Guadalajara,Valdepeñas de la Sierra,40.90821,-3.387443
Guadalajara,Valderrebollo,40.8103,-2.729513
Guadalajara,Valdesotos,40.95744,-3.328386
Guadalajara,Valfermoso de Tajuña,40.61958,-2.953815
Guadalajara,Valhermoso,40.78606,-1.961115
Guadalajara,Valtablado del Río,40.71436,-2.401744
Guadalajara,Valverde de los Arroyos,41.1294,-3.233801
Guadalajara,Viana de Jadraque,41.02615,-2.768869
Guadalajara,Villanueva de Alcorón,40.67927,-2.252745
Guadalajara,Villanueva de Argecilla,40.90212,-2.914652
Guadalajara,Villanueva de la Torre,40.58433,-3.302191
Guadalajara,Villares de Jadraque,41.10213,-3.025622
Guadalajara,Villaseca de Henares,40.96057,-2.798212
Guadalajara,Villaseca de Uceda,40.82005,-3.352177
Guadalajara,Villel de Mesa,41.12617,-1.989027
Guadalajara,Viñuelas,40.79491,-3.34408
Guadalajara,Yebes,40.53356,-3.111498
Guadalajara,Yebra,40.35676,-2.965323
Guadalajara,Yélamos de Abajo,40.63065,-2.856008
Guadalajara,Yélamos de Arriba,40.63964,-2.843132
Guadalajara,Yunquera de Henares,40.75522,-3.165951
Guadalajara,Yunta (La),40.91481,-1.683895
Guadalajara,Zaorejas,40.76192,-2.202039
Guadalajara,Zarzuela de Jadraque,41.06753,-3.042809
Guadalajara,Zorita de los Canes,40.33144,-2.888904
Toledo,Ajofrín,39.71251,-3.982614
Toledo,Alameda de la Sagra,40.01226,-3.796505
Toledo,Albarreal de Tajo,39.89769,-4.227978
Toledo,Alcabón,40.00249,-4.369076
Toledo,Alcañizo,39.90467,-5.105713
Toledo,Alcaudete de la Jara,39.79322,-4.870331
Toledo,Alcolea de Tajo,39.80831,-5.149076
Toledo,Aldea en Cabo,40.18369,-4.455605
Toledo,Aldeanueva de Barbarroya,39.76223,-5.019921
Toledo,Aldeanueva de San Bartolomé,39.63668,-5.111573
Toledo,Almendral de la Cañada,40.18548,-4.739292
Toledo,Almonacid de Toledo,39.75468,-3.85209
Toledo,Almorox,40.23307,-4.391364
Toledo,Añover de Tajo,39.98945,-3.764771
Toledo,Arcicóllar,40.05508,-4.117677
Toledo,Argés,39.80597,-4.057286
Toledo,Azután,39.78576,-5.127171
Toledo,Barcience,39.98309,-4.233763
Toledo,Bargas,39.94163,-4.01897
Toledo,Belvís de la Jara,39.76008,-4.949282
Toledo,Borox,40.06972,-3.740191
Toledo,Buenaventura,40.17628,-4.849428
Toledo,Burguillos de Toledo,39.79657,-3.992624
Toledo,Burujón,39.90132,-4.298384
Toledo,Cabañas de la Sagra,40.00811,-3.947354
Toledo,Cabañas de Yepes,39.88974,-3.53536
Toledo,Cabezamesada,39.81621,-3.102188
Toledo,Calera y Chozas,39.88144,-4.978609
Toledo,Caleruela,39.8748,-5.255383
Toledo,Calzada de Oropesa,39.89803,-5.278959
Toledo,Camarena,40.09217,-4.119881
Toledo,Camarenilla,40.01769,-4.074731
Toledo,Campillo de la Jara (El),39.58957,-5.054873
Toledo,Camuñas,39.42896,-3.459021
Toledo,Cardiel de los Montes,40.06345,-4.656812
Toledo,Carmena,39.95778,-4.401387
Toledo,Carpio de Tajo (El),39.88752,-4.45466
Toledo,Carranque,40.1697,-3.901091
Toledo,Carriches,39.96407,-4.456778
Toledo,Casar de Escalona (El),40.04669,-4.523818
Toledo,Casarrubios del Monte,40.18575,-4.0358
Toledo,Casasbuenas,39.76075,-4.12657
Toledo,Castillo de Bayuela,40.10114,-4.685131
Toledo,Cazalegas,40.01085,-4.67746
Toledo,Cebolla,39.9479,-4.569388
Toledo,Cedillo del Condado,40.1137,-3.922378
Toledo,Cerralbos (Los),39.9848,-4.568843
Toledo,Cervera de los Montes,40.05247,-4.810708
Toledo,Chozas de Canales,40.09974,-4.041364
Toledo,Chueca,39.7324,-3.942378
Toledo,Ciruelos,39.93629,-3.61703
Toledo,Cobeja,40.02474,-3.857
Toledo,Cobisa,39.80434,-4.024558
Toledo,Consuegra,39.46046,-3.60672
Toledo,Corral de Almaguer,39.76015,-3.166829
